merchant_id,merchant_name,mcc,mcc_description,city,state,onboarding_date,merchant_age_days,risk_tier,avg_ticket_size,settlement_cycle,channel,is_active
MERCH002832,Lakshmi Services,5999,Miscellaneous Retail,Mumbai,MH,2020-09-02,2189,MEDIUM,861.6,T+1,POS_CARD,Y
MERCH002833,Shree Stores,5999,Miscellaneous Retail,Kochi,KL,2020-12-23,2077,MEDIUM,736.44,T+1,POS_CARD,Y
MERCH002834,Nova Hub,5732,Electronics Stores,Lucknow,UP,2021-03-22,1988,MEDIUM,16245.18,T+1,POS_CARD,N
MERCH002835,Bharat Services,5411,Grocery Stores / Supermarkets,Indore,MP,2024-05-26,827,LOW,1173.9,T+1,ONLINE_CHECKOUT,Y
MERCH002836,Kalpana Traders,4121,Taxicabs / Ride Hailing,Ahmedabad,GJ,2024-05-23,830,LOW,279.73,T+1,ONLINE_CHECKOUT,Y
MERCH002837,Krishna Retail,4121,Taxicabs / Ride Hailing,Chennai,TN,2024-12-25,614,LOW,320.37,T+1,ONLINE_CHECKOUT,Y
MERCH002838,Kalpana & Co,4900,Utilities - Electric/Gas/Water,Chennai,TN,2026-04-02,151,LOW,2652.33,T+1,POS_CARD,Y
MERCH002839,Aster Hub,5999,Miscellaneous Retail,Hyderabad,TG,2022-08-28,1464,MEDIUM,689.35,T+1,POS_CARD,Y
MERCH002840,Lakshmi Traders,4121,Taxicabs / Ride Hailing,Nagpur,MH,2022-11-21,1379,LOW,329.64,T+1,QR_INSTORE,Y
MERCH002841,Kalpana Solutions,5411,Grocery Stores / Supermarkets,Kochi,KL,2025-10-07,328,LOW,1091.58,T+1,QR_INSTORE,Y
MERCH002842,Nimbus & Co,5411,Grocery Stores / Supermarkets,Bengaluru,KA,2023-12-25,980,LOW,870.21,T+1,ONLINE_CHECKOUT,Y
MERCH002843,Nimbus Mart,5411,Grocery Stores / Supermarkets,Panaji,GA,2022-08-27,1465,LOW,985.05,T+1,ONLINE_CHECKOUT,Y
MERCH002844,Aster Supply,6051,Quasi-Cash / Wallet Load,Kochi,KL,2023-06-25,1163,HIGH,5198.97,T+1,QR_INSTORE,Y
MERCH002845,Anand Stores,4121,Taxicabs / Ride Hailing,Ahmedabad,GJ,2024-01-18,956,LOW,188.4,T+1,QR_INSTORE,Y
MERCH002846,Prime Solutions,7995,Betting / Gaming,Kochi,KL,2020-11-25,2105,HIGH,2224.41,T+1,QR_INSTORE,Y
MERCH002847,Kalpana & Co,4900,Utilities - Electric/Gas/Water,Bengaluru,KA,2025-01-12,596,LOW,1392.15,T+1,QR_INSTORE,Y
MERCH002848,Shree Solutions,5411,Grocery Stores / Supermarkets,Guwahati,AS,2023-05-20,1199,LOW,1014.26,T+1,QR_INSTORE,Y
MERCH002849,Vertex Mart,5541,Service Stations (Fuel),Hyderabad,TG,2022-06-16,1537,LOW,1985.61,T+1,QR_INSTORE,Y
MERCH002850,Urban Solutions,7995,Betting / Gaming,Kolkata,WB,2023-11-05,1030,HIGH,4696.31,T+2,ONLINE_CHECKOUT,Y
MERCH002851,Urban Solutions,4900,Utilities - Electric/Gas/Water,Kolkata,WB,2021-12-18,1717,LOW,1982.24,T+2,POS_CARD,Y
MERCH002852,Metro Enterprises,7011,Hotels / Lodging,Guwahati,AS,2021-04-20,1959,MEDIUM,7027.32,T+2,QR_INSTORE,Y
MERCH002853,Sagar Mart,5651,Family Clothing Stores,Delhi,DL,2023-12-22,983,MEDIUM,1237.84,T+0,ONLINE_CHECKOUT,Y
MERCH002854,Vertex Hub,4722,Travel Agencies,Hyderabad,TG,2021-07-06,1882,HIGH,25739.49,T+1,POS_CARD,Y
MERCH002855,Kalpana Enterprises,5814,Fast Food Restaurants,Chennai,TN,2023-07-13,1145,LOW,185.09,T+0,ONLINE_CHECKOUT,Y
MERCH002856,Prime Hub,5912,Drug Stores / Pharmacies,Nagpur,MH,2023-12-06,999,LOW,630.31,T+2,QR_INSTORE,Y
MERCH002857,Aster Solutions,5912,Drug Stores / Pharmacies,Chennai,TN,2023-03-20,1260,LOW,367.91,T+2,QR_INSTORE,Y
MERCH002858,Nova Traders,4900,Utilities - Electric/Gas/Water,Lucknow,UP,2022-09-28,1433,LOW,2134.68,T+2,POS_CARD,Y
MERCH002859,Bharat & Co,5411,Grocery Stores / Supermarkets,Lucknow,UP,2022-09-01,1460,LOW,1108.39,T+2,QR_INSTORE,Y
MERCH002860,Lakshmi Solutions,4900,Utilities - Electric/Gas/Water,Lucknow,UP,2026-03-11,173,LOW,1915.19,T+2,QR_INSTORE,Y
MERCH002861,Rohan Depot,7011,Hotels / Lodging,Lucknow,UP,2025-07-15,412,MEDIUM,7806.98,T+1,QR_INSTORE,Y
MERCH002862,Vertex Solutions,4900,Utilities - Electric/Gas/Water,Chennai,TN,2021-05-23,1926,LOW,1632.06,T+2,POS_CARD,Y
MERCH002863,Anand Enterprises,5651,Family Clothing Stores,Mumbai,MH,2024-12-24,615,MEDIUM,2524.68,T+1,QR_INSTORE,Y
MERCH002864,Nova Traders,5411,Grocery Stores / Supermarkets,Lucknow,UP,2025-10-26,309,LOW,807.36,T+1,ONLINE_CHECKOUT,Y
MERCH002865,Anand Enterprises,5814,Fast Food Restaurants,Ahmedabad,GJ,2021-06-15,1903,LOW,357.68,T+1,ONLINE_CHECKOUT,Y
MERCH002866,Anand Depot,5912,Drug Stores / Pharmacies,Nagpur,MH,2024-04-11,872,LOW,675.63,T+1,POS_CARD,N
MERCH002867,Rohan Mart,5732,Electronics Stores,Kolkata,WB,2026-06-18,74,HIGH,10473.31,T+2,QR_INSTORE,N
MERCH002868,Urban & Co,5411,Grocery Stores / Supermarkets,Panaji,GA,2021-07-12,1876,LOW,848.81,T+0,POS_CARD,Y
MERCH002869,Sagar Solutions,5541,Service Stations (Fuel),Nagpur,MH,2025-04-16,502,LOW,2002.45,T+1,QR_INSTORE,Y
MERCH002870,Urban Retail,5912,Drug Stores / Pharmacies,Hyderabad,TG,2024-10-19,681,LOW,639.49,T+1,QR_INSTORE,Y
MERCH002871,Krishna Traders,4900,Utilities - Electric/Gas/Water,Chennai,TN,2024-11-29,640,LOW,1812.96,T+1,QR_INSTORE,Y
MERCH002872,Vertex Ventures,7995,Betting / Gaming,Nagpur,MH,2021-06-03,1915,HIGH,4177.79,T+2,QR_INSTORE,Y
MERCH002873,Kalpana Stores,5912,Drug Stores / Pharmacies,Guwahati,AS,2025-09-19,346,LOW,777.19,T+2,ONLINE_CHECKOUT,Y
MERCH002874,Vertex Retail,5541,Service Stations (Fuel),Chennai,TN,2022-03-01,1644,LOW,2046.25,T+1,QR_INSTORE,Y
MERCH002875,Krishna Depot,5411,Grocery Stores / Supermarkets,Panaji,GA,2026-04-26,127,LOW,697.14,T+1,ONLINE_CHECKOUT,Y
MERCH002876,Zenith Solutions,5999,Miscellaneous Retail,Chandigarh,CH,2024-03-27,887,MEDIUM,772.81,T+0,QR_INSTORE,Y
MERCH002877,Vertex Stores,4722,Travel Agencies,Jaipur,RJ,2024-08-20,741,HIGH,18018.7,T+1,QR_INSTORE,Y
MERCH002878,Kalpana Supply,4121,Taxicabs / Ride Hailing,Guwahati,AS,2021-09-25,1801,LOW,287.92,T+2,ONLINE_CHECKOUT,Y
MERCH002879,Rohan & Co,5541,Service Stations (Fuel),Kochi,KL,2024-06-30,792,LOW,2010.31,T+1,POS_CARD,Y
MERCH002880,Urban Traders,4121,Taxicabs / Ride Hailing,Kolkata,WB,2025-08-12,384,LOW,334.38,T+1,QR_INSTORE,Y
MERCH002881,Aster Solutions,5541,Service Stations (Fuel),Lucknow,UP,2023-07-13,1145,LOW,1330.67,T+1,QR_INSTORE,Y
MERCH002882,Nova Supply,5732,Electronics Stores,Hyderabad,TG,2022-12-19,1351,MEDIUM,17694.88,T+1,ONLINE_CHECKOUT,Y
MERCH002883,Bharat Supply,5814,Fast Food Restaurants,Kolkata,WB,2026-07-22,40,MEDIUM,376.96,T+0,POS_CARD,Y
MERCH002884,Bharat Solutions,7011,Hotels / Lodging,Jaipur,RJ,2021-11-23,1742,MEDIUM,7394.71,T+1,ONLINE_CHECKOUT,Y
MERCH002885,Aster Solutions,5912,Drug Stores / Pharmacies,Guwahati,AS,2022-07-16,1507,LOW,671.79,T+1,QR_INSTORE,Y
MERCH002886,Nova Depot,5541,Service Stations (Fuel),Indore,MP,2022-03-02,1643,LOW,970.04,T+1,ONLINE_CHECKOUT,Y
MERCH002887,Aster Enterprises,5999,Miscellaneous Retail,Kolkata,WB,2021-11-09,1756,MEDIUM,1272.95,T+1,QR_INSTORE,Y
MERCH002888,Rohan Supply,5541,Service Stations (Fuel),Hyderabad,TG,2023-10-11,1055,LOW,1640.92,T+1,ONLINE_CHECKOUT,Y
MERCH002889,Prime Mart,5912,Drug Stores / Pharmacies,Guwahati,AS,2024-12-23,616,LOW,372.52,T+2,POS_CARD,Y
MERCH002890,Aster Ventures,5732,Electronics Stores,Ahmedabad,GJ,2022-04-20,1594,MEDIUM,9751.98,T+1,ONLINE_CHECKOUT,Y
MERCH002891,Urban Enterprises,5411,Grocery Stores / Supermarkets,Chandigarh,CH,2025-12-23,251,LOW,805.05,T+2,QR_INSTORE,Y
MERCH002892,Lakshmi Stores,5814,Fast Food Restaurants,Hyderabad,TG,2025-12-10,264,LOW,206.86,T+1,QR_INSTORE,Y
MERCH002893,Shree Services,5999,Miscellaneous Retail,Guwahati,AS,2021-02-11,2027,MEDIUM,1238.93,T+2,ONLINE_CHECKOUT,Y
MERCH002894,Shree Solutions,5411,Grocery Stores / Supermarkets,Lucknow,UP,2022-08-13,1479,LOW,982.71,T+1,QR_INSTORE,Y
MERCH002895,Aster Hub,4121,Taxicabs / Ride Hailing,Ahmedabad,GJ,2026-05-28,95,LOW,248.02,T+1,QR_INSTORE,Y
MERCH002896,Aster Retail,6051,Quasi-Cash / Wallet Load,Guwahati,AS,2023-08-01,1126,HIGH,5318.4,T+1,QR_INSTORE,Y
MERCH002897,Vertex Hub,4900,Utilities - Electric/Gas/Water,Nagpur,MH,2024-12-04,635,LOW,1359.28,T+1,POS_CARD,Y
MERCH002898,Bharat Hub,5912,Drug Stores / Pharmacies,Mumbai,MH,2022-05-03,1581,LOW,642.6,T+1,ONLINE_CHECKOUT,Y
MERCH002899,Krishna & Co,5411,Grocery Stores / Supermarkets,Chandigarh,CH,2024-01-18,956,LOW,1165.8,T+1,ONLINE_CHECKOUT,Y
MERCH002900,Nova Traders,4722,Travel Agencies,Jaipur,RJ,2023-03-14,1266,HIGH,28555.35,T+1,ONLINE_CHECKOUT,Y
MERCH002901,Metro Enterprises,5814,Fast Food Restaurants,Mumbai,MH,2024-11-02,667,LOW,161.02,T+1,POS_CARD,Y
MERCH002902,Krishna Depot,4900,Utilities - Electric/Gas/Water,Chennai,TN,2021-01-05,2064,LOW,2848.49,T+2,ONLINE_CHECKOUT,Y
MERCH002903,Nimbus Depot,5814,Fast Food Restaurants,Kolkata,WB,2022-08-31,1461,LOW,211.98,T+2,QR_INSTORE,Y
MERCH002904,Rohan Enterprises,5541,Service Stations (Fuel),Chandigarh,CH,2022-06-14,1539,LOW,1572.87,T+2,ONLINE_CHECKOUT,Y
MERCH002905,Nimbus Traders,4900,Utilities - Electric/Gas/Water,Kolkata,WB,2023-03-23,1257,LOW,2695.95,T+1,QR_INSTORE,Y
MERCH002906,Bharat Depot,5651,Family Clothing Stores,Pune,MH,2022-11-05,1395,MEDIUM,1710.87,T+1,ONLINE_CHECKOUT,Y
MERCH002907,Aster Enterprises,5411,Grocery Stores / Supermarkets,Bengaluru,KA,2022-03-25,1620,LOW,1189.65,T+1,POS_CARD,Y
MERCH002908,Nova Ventures,5814,Fast Food Restaurants,Ahmedabad,GJ,2021-01-30,2039,LOW,363.23,T+1,ONLINE_CHECKOUT,Y
MERCH002909,Nimbus Traders,5912,Drug Stores / Pharmacies,Mumbai,MH,2025-11-05,299,LOW,587.48,T+1,ONLINE_CHECKOUT,Y
MERCH002910,Zenith & Co,5411,Grocery Stores / Supermarkets,Mumbai,MH,2021-12-13,1722,LOW,1162.18,T+2,QR_INSTORE,Y
MERCH002911,Sagar Retail,4722,Travel Agencies,Panaji,GA,2023-09-28,1068,HIGH,24845.46,T+1,POS_CARD,Y
MERCH002912,Krishna Hub,5541,Service Stations (Fuel),Kochi,KL,2022-03-19,1626,LOW,1720.98,T+2,POS_CARD,Y
MERCH002913,Nimbus Mart,7011,Hotels / Lodging,Mumbai,MH,2022-09-28,1433,MEDIUM,5220.33,T+1,QR_INSTORE,Y
MERCH002914,Vertex Retail,4722,Travel Agencies,Guwahati,AS,2024-05-07,846,HIGH,16006.88,T+1,QR_INSTORE,Y
MERCH002915,Lakshmi Depot,5814,Fast Food Restaurants,Kochi,KL,2026-08-10,21,MEDIUM,341.18,T+1,QR_INSTORE,Y
MERCH002916,Anand Mart,5912,Drug Stores / Pharmacies,Bengaluru,KA,2025-02-01,576,LOW,560.39,T+2,QR_INSTORE,Y
MERCH002917,Krishna & Co,5814,Fast Food Restaurants,Guwahati,AS,2024-06-21,801,LOW,230.11,T+1,POS_CARD,Y
MERCH002918,Prime Traders,5814,Fast Food Restaurants,Kolkata,WB,2024-10-11,689,LOW,384.14,T+1,ONLINE_CHECKOUT,Y
MERCH002919,Urban Services,7011,Hotels / Lodging,Guwahati,AS,2021-04-06,1973,MEDIUM,8496.29,T+2,ONLINE_CHECKOUT,Y
MERCH002920,Shree Enterprises,5651,Family Clothing Stores,Bengaluru,KA,2021-05-21,1928,MEDIUM,2367.99,T+2,QR_INSTORE,Y
MERCH002921,Shree Retail,4900,Utilities - Electric/Gas/Water,Pune,MH,2025-07-13,414,LOW,1596.87,T+2,QR_INSTORE,N
MERCH002922,Rohan Ventures,5814,Fast Food Restaurants,Bengaluru,KA,2022-01-23,1681,LOW,349.85,T+2,QR_INSTORE,Y
MERCH002923,Kalpana Ventures,4121,Taxicabs / Ride Hailing,Jaipur,RJ,2022-06-25,1528,LOW,345.37,T+1,QR_INSTORE,Y
MERCH002924,Zenith Hub,4121,Taxicabs / Ride Hailing,Mumbai,MH,2026-04-14,139,LOW,346.23,T+1,QR_INSTORE,Y
MERCH002925,Bharat Retail,5999,Miscellaneous Retail,Jaipur,RJ,2023-07-22,1136,MEDIUM,801.73,T+1,ONLINE_CHECKOUT,Y
MERCH002926,Nimbus & Co,4121,Taxicabs / Ride Hailing,Chennai,TN,2026-03-05,179,LOW,234.48,T+2,QR_INSTORE,Y
MERCH002927,Lakshmi Depot,4900,Utilities - Electric/Gas/Water,Chandigarh,CH,2021-02-08,2030,LOW,2563.14,T+2,ONLINE_CHECKOUT,Y
MERCH002928,Nova Depot,5814,Fast Food Restaurants,Kolkata,WB,2022-09-05,1456,HIGH,346.44,T+2,QR_INSTORE,Y
MERCH002929,Bharat Ventures,5411,Grocery Stores / Supermarkets,Jaipur,RJ,2026-04-23,130,LOW,873.56,T+1,QR_INSTORE,Y
MERCH002930,Prime Mart,5651,Family Clothing Stores,Kochi,KL,2024-03-28,886,MEDIUM,1892.55,T+1,QR_INSTORE,Y
MERCH002931,Vertex Enterprises,4900,Utilities - Electric/Gas/Water,Delhi,DL,2022-09-10,1451,LOW,1992.79,T+2,QR_INSTORE,Y
MERCH002932,Lakshmi Enterprises,4900,Utilities - Electric/Gas/Water,Chennai,TN,2025-07-28,399,LOW,1184.87,T+1,QR_INSTORE,Y
MERCH002933,Bharat Traders,5411,Grocery Stores / Supermarkets,Bengaluru,KA,2024-08-17,744,LOW,801.47,T+1,ONLINE_CHECKOUT,Y
MERCH002934,Metro & Co,5411,Grocery Stores / Supermarkets,Kochi,KL,2025-01-03,605,LOW,1217.21,T+1,QR_INSTORE,Y
MERCH002935,Nimbus Mart,5814,Fast Food Restaurants,Nagpur,MH,2020-09-30,2161,LOW,164.29,T+2,ONLINE_CHECKOUT,Y
MERCH002936,Nova Supply,5912,Drug Stores / Pharmacies,Guwahati,AS,2021-08-06,1851,LOW,537.29,T+1,ONLINE_CHECKOUT,Y
MERCH002937,Vertex & Co,5651,Family Clothing Stores,Pune,MH,2023-11-11,1024,MEDIUM,2379.82,T+1,ONLINE_CHECKOUT,Y
MERCH002938,Zenith Traders,5814,Fast Food Restaurants,Delhi,DL,2022-01-19,1685,LOW,370.4,T+2,QR_INSTORE,Y
MERCH002939,Krishna Supply,5912,Drug Stores / Pharmacies,Delhi,DL,2024-06-07,815,LOW,452.02,T+1,QR_INSTORE,Y
MERCH002940,Anand Depot,5967,Direct Marketing - Inbound,Panaji,GA,2022-11-15,1385,HIGH,1931.1,T+1,ONLINE_CHECKOUT,Y
MERCH002941,Aster Mart,4900,Utilities - Electric/Gas/Water,Bengaluru,KA,2024-12-02,637,LOW,1922.25,T+1,QR_INSTORE,Y
MERCH002942,Rohan Depot,5541,Service Stations (Fuel),Indore,MP,2023-07-02,1156,LOW,1406.74,T+1,QR_INSTORE,Y
MERCH002943,Urban Ventures,5732,Electronics Stores,Delhi,DL,2024-08-22,739,MEDIUM,17293.82,T+2,QR_INSTORE,Y
MERCH002944,Rohan Supply,5411,Grocery Stores / Supermarkets,Jaipur,RJ,2021-11-30,1735,LOW,959.61,T+1,POS_CARD,Y
MERCH002945,Vertex Traders,5411,Grocery Stores / Supermarkets,Pune,MH,2022-12-16,1354,LOW,1083.35,T+1,QR_INSTORE,Y
MERCH002946,Rohan Stores,5732,Electronics Stores,Kochi,KL,2021-06-20,1898,MEDIUM,8086.38,T+2,ONLINE_CHECKOUT,Y
MERCH002947,Nimbus & Co,4722,Travel Agencies,Chandigarh,CH,2025-01-08,600,HIGH,29408.73,T+0,ONLINE_CHECKOUT,Y
MERCH002948,Metro Services,7995,Betting / Gaming,Chennai,TN,2025-06-07,450,HIGH,3209.97,T+0,ONLINE_CHECKOUT,Y
MERCH002949,Aster Ventures,5967,Direct Marketing - Inbound,Chennai,TN,2025-05-09,479,HIGH,1492.59,T+1,ONLINE_CHECKOUT,Y
MERCH002950,Rohan Traders,4722,Travel Agencies,Bengaluru,KA,2022-06-06,1547,HIGH,30059.06,T+0,ONLINE_CHECKOUT,Y
MERCH002951,Aster Supply,5814,Fast Food Restaurants,Mumbai,MH,2020-11-30,2100,LOW,364.78,T+1,QR_INSTORE,Y
MERCH002952,Metro Ventures,5814,Fast Food Restaurants,Kolkata,WB,2024-09-12,718,LOW,256.85,T+2,ONLINE_CHECKOUT,Y
MERCH002953,Bharat Hub,5814,Fast Food Restaurants,Indore,MP,2025-11-23,281,LOW,190.89,T+0,ONLINE_CHECKOUT,Y
MERCH002954,Anand Services,4121,Taxicabs / Ride Hailing,Panaji,GA,2021-01-25,2044,LOW,259.58,T+1,QR_INSTORE,Y
MERCH002955,Nova Ventures,4121,Taxicabs / Ride Hailing,Mumbai,MH,2020-09-17,2174,LOW,306.15,T+1,ONLINE_CHECKOUT,Y
MERCH002956,Kalpana Traders,7011,Hotels / Lodging,Nagpur,MH,2023-01-21,1318,MEDIUM,7963.79,T+1,QR_INSTORE,Y
MERCH002957,Sagar Mart,5541,Service Stations (Fuel),Chennai,TN,2021-04-10,1969,LOW,1955.82,T+1,ONLINE_CHECKOUT,Y
MERCH002958,Lakshmi Mart,5732,Electronics Stores,Indore,MP,2022-02-10,1663,MEDIUM,16666.17,T+1,ONLINE_CHECKOUT,Y
MERCH002959,Metro Ventures,5411,Grocery Stores / Supermarkets,Mumbai,MH,2026-02-24,188,LOW,578.75,T+1,QR_INSTORE,Y
MERCH002960,Nimbus Supply,5814,Fast Food Restaurants,Panaji,GA,2021-04-02,1977,LOW,243.02,T+2,ONLINE_CHECKOUT,Y
MERCH002961,Krishna Mart,5814,Fast Food Restaurants,Nagpur,MH,2025-01-11,597,LOW,373.01,T+1,ONLINE_CHECKOUT,Y
MERCH002962,Anand Stores,5732,Electronics Stores,Chennai,TN,2023-04-13,1236,MEDIUM,7640.94,T+0,QR_INSTORE,N
MERCH002963,Nova Solutions,5967,Direct Marketing - Inbound,Indore,MP,2021-04-21,1958,HIGH,1757.99,T+1,QR_INSTORE,Y
MERCH002964,Nimbus Supply,5411,Grocery Stores / Supermarkets,Jaipur,RJ,2021-12-29,1706,LOW,1153.38,T+1,QR_INSTORE,Y
MERCH002965,Anand Ventures,5814,Fast Food Restaurants,Panaji,GA,2026-07-17,45,MEDIUM,198.88,T+1,POS_CARD,Y
MERCH002966,Shree Stores,5912,Drug Stores / Pharmacies,Kolkata,WB,2025-11-13,291,LOW,516.46,T+0,QR_INSTORE,Y
MERCH002967,Bharat Mart,5999,Miscellaneous Retail,Lucknow,UP,2020-12-19,2081,MEDIUM,604.7,T+1,QR_INSTORE,Y
MERCH002968,Prime Retail,4121,Taxicabs / Ride Hailing,Jaipur,RJ,2025-09-19,346,LOW,231.96,T+1,ONLINE_CHECKOUT,Y
MERCH002969,Zenith Enterprises,5967,Direct Marketing - Inbound,Hyderabad,TG,2021-09-19,1807,HIGH,1563.57,T+1,ONLINE_CHECKOUT,Y
MERCH002970,Krishna Stores,4900,Utilities - Electric/Gas/Water,Chandigarh,CH,2025-02-22,555,LOW,2248.45,T+1,QR_INSTORE,Y
MERCH002971,Sagar Depot,4900,Utilities - Electric/Gas/Water,Panaji,GA,2021-01-23,2046,LOW,1909.07,T+2,POS_CARD,Y
MERCH002972,Prime Mart,5541,Service Stations (Fuel),Jaipur,RJ,2026-03-25,159,LOW,1207.37,T+2,QR_INSTORE,Y
MERCH002973,Kalpana Supply,5651,Family Clothing Stores,Lucknow,UP,2022-12-20,1350,MEDIUM,1355.02,T+2,QR_INSTORE,Y
MERCH002974,Metro Depot,5411,Grocery Stores / Supermarkets,Pune,MH,2021-03-01,2009,LOW,892.32,T+2,ONLINE_CHECKOUT,Y
MERCH002975,Bharat Retail,5999,Miscellaneous Retail,Ahmedabad,GJ,2021-11-16,1749,MEDIUM,1055.05,T+1,ONLINE_CHECKOUT,Y
MERCH002976,Metro Ventures,6051,Quasi-Cash / Wallet Load,Indore,MP,2022-05-11,1573,HIGH,6975.11,T+1,ONLINE_CHECKOUT,Y
MERCH002977,Zenith Stores,4722,Travel Agencies,Nagpur,MH,2023-10-08,1058,HIGH,27902.06,T+2,ONLINE_CHECKOUT,Y
MERCH002978,Prime Enterprises,5912,Drug Stores / Pharmacies,Bengaluru,KA,2025-12-09,265,LOW,624.14,T+1,POS_CARD,Y
MERCH002979,Anand Mart,4121,Taxicabs / Ride Hailing,Pune,MH,2023-07-07,1151,LOW,272.14,T+1,ONLINE_CHECKOUT,Y
MERCH002980,Metro Solutions,5541,Service Stations (Fuel),Chandigarh,CH,2021-11-18,1747,LOW,883.13,T+1,POS_CARD,Y
MERCH002981,Shree Solutions,5541,Service Stations (Fuel),Lucknow,UP,2025-09-19,346,LOW,1849.78,T+0,POS_CARD,Y
MERCH002982,Zenith Hub,5814,Fast Food Restaurants,Hyderabad,TG,2021-07-04,1884,LOW,220.33,T+1,ONLINE_CHECKOUT,Y
MERCH002983,Nimbus Hub,5651,Family Clothing Stores,Kolkata,WB,2025-03-23,526,MEDIUM,2473.2,T+1,QR_INSTORE,Y
MERCH002984,Lakshmi Mart,5999,Miscellaneous Retail,Nagpur,MH,2021-08-06,1851,MEDIUM,1089.39,T+1,QR_INSTORE,Y
MERCH002985,Shree Enterprises,5814,Fast Food Restaurants,Ahmedabad,GJ,2026-02-06,206,LOW,355.66,T+1,POS_CARD,Y
MERCH002986,Lakshmi Services,5732,Electronics Stores,Delhi,DL,2020-12-03,2097,MEDIUM,10694.07,T+0,QR_INSTORE,Y
MERCH002987,Lakshmi Supply,5541,Service Stations (Fuel),Hyderabad,TG,2025-02-15,562,LOW,1547.84,T+1,QR_INSTORE,Y
MERCH002988,Vertex Stores,4121,Taxicabs / Ride Hailing,Kochi,KL,2022-01-31,1673,LOW,295.8,T+2,ONLINE_CHECKOUT,Y
MERCH002989,Zenith Services,4121,Taxicabs / Ride Hailing,Mumbai,MH,2026-01-02,241,LOW,201.12,T+1,ONLINE_CHECKOUT,Y
MERCH002990,Kalpana & Co,5651,Family Clothing Stores,Panaji,GA,2022-01-18,1686,MEDIUM,2253.4,T+1,QR_INSTORE,Y
MERCH002991,Aster Solutions,7011,Hotels / Lodging,Ahmedabad,GJ,2021-05-21,1928,MEDIUM,7473.86,T+1,QR_INSTORE,Y
MERCH002992,Aster Services,5651,Family Clothing Stores,Ahmedabad,GJ,2023-05-15,1204,MEDIUM,1568.27,T+1,ONLINE_CHECKOUT,Y
MERCH002993,Shree Supply,7011,Hotels / Lodging,Hyderabad,TG,2022-11-06,1394,MEDIUM,5573.49,T+2,ONLINE_CHECKOUT,Y
MERCH002994,Prime Depot,4900,Utilities - Electric/Gas/Water,Bengaluru,KA,2025-07-19,408,LOW,2716.78,T+1,ONLINE_CHECKOUT,Y
MERCH002995,Urban & Co,5814,Fast Food Restaurants,Kochi,KL,2021-04-17,1962,LOW,360.18,T+1,QR_INSTORE,Y
MERCH002996,Rohan Services,5999,Miscellaneous Retail,Kolkata,WB,2025-09-28,337,MEDIUM,833.6,T+1,ONLINE_CHECKOUT,Y
MERCH002997,Prime Services,5541,Service Stations (Fuel),Hyderabad,TG,2026-01-21,222,LOW,1089.11,T+1,ONLINE_CHECKOUT,Y
MERCH002998,Kalpana Mart,6051,Quasi-Cash / Wallet Load,Kolkata,WB,2021-09-09,1817,HIGH,4892.31,T+1,POS_CARD,Y
MERCH002999,Bharat Solutions,4900,Utilities - Electric/Gas/Water,Ahmedabad,GJ,2024-12-27,612,LOW,1829.65,T+2,QR_INSTORE,Y
MERCH003000,Nova Supply,5411,Grocery Stores / Supermarkets,Chennai,TN,2025-12-24,250,LOW,1266.83,T+2,QR_INSTORE,Y
MERCH003001,Vertex & Co,5732,Electronics Stores,Mumbai,MH,2022-08-20,1472,MEDIUM,11864.23,T+1,ONLINE_CHECKOUT,Y
MERCH003002,Kalpana Depot,4121,Taxicabs / Ride Hailing,Pune,MH,2024-10-22,678,LOW,333.11,T+2,QR_INSTORE,Y
MERCH003003,Sagar Services,5814,Fast Food Restaurants,Guwahati,AS,2024-09-19,711,LOW,242.23,T+1,QR_INSTORE,Y
MERCH003004,Metro & Co,5732,Electronics Stores,Kolkata,WB,2022-10-10,1421,MEDIUM,15666.93,T+1,POS_CARD,Y
MERCH003005,Lakshmi Mart,5541,Service Stations (Fuel),Ahmedabad,GJ,2025-09-15,350,LOW,2043.15,T+1,QR_INSTORE,Y
MERCH003006,Lakshmi & Co,4900,Utilities - Electric/Gas/Water,Jaipur,RJ,2025-04-23,495,LOW,2471.68,T+2,ONLINE_CHECKOUT,Y
MERCH003007,Prime & Co,5912,Drug Stores / Pharmacies,Lucknow,UP,2022-11-02,1398,LOW,417.99,T+1,QR_INSTORE,Y
MERCH003008,Aster Services,4121,Taxicabs / Ride Hailing,Nagpur,MH,2025-04-17,501,LOW,247.63,T+2,ONLINE_CHECKOUT,Y
MERCH003009,Shree Hub,4900,Utilities - Electric/Gas/Water,Jaipur,RJ,2025-04-14,504,LOW,2716.75,T+1,ONLINE_CHECKOUT,Y
MERCH003010,Rohan Depot,5814,Fast Food Restaurants,Kochi,KL,2024-03-16,898,LOW,202.86,T+1,POS_CARD,Y
MERCH003011,Metro & Co,4900,Utilities - Electric/Gas/Water,Panaji,GA,2020-11-28,2102,LOW,2776.26,T+1,QR_INSTORE,Y
MERCH003012,Anand Depot,5814,Fast Food Restaurants,Pune,MH,2023-04-16,1233,LOW,225.93,T+1,QR_INSTORE,Y
MERCH003013,Prime Solutions,4722,Travel Agencies,Chennai,TN,2023-01-24,1315,HIGH,16872.31,T+0,ONLINE_CHECKOUT,Y
MERCH003014,Nova Services,5732,Electronics Stores,Kochi,KL,2025-12-18,256,MEDIUM,14624.37,T+1,QR_INSTORE,Y
